time_slot,weekday,order_gap,demand,supply,temperature,pm25,region_id,poi_ids
110,1,1,50,49,4.25,73.75,66,138942
110,2,1,51,50,6.0,88.0,66,138942
110,6,1,33,32,10.2,139.8,66,138942
111,0,1,29,28,8.5,198.75,66,138942
111,3,2,42,40,7.5,127.0,66,138942
112,5,1,51,50,10.166666666666666,115.0,66,138942
113,0,2,37,35,10.0,170.33333333333334,66,138942
113,2,2,43,41,6.0,90.0,66,138942
113,5,2,58,56,10.2,116.4,66,138942
114,4,1,33,32,7.0,121.4,66,138942
115,0,2,43,41,8.25,185.75,66,138942
115,4,1,31,30,7.0,121.4,66,138942
115,5,1,54,53,10.5,118.5,66,138942
115,6,2,41,39,10.5,136.75,66,138942
116,4,2,43,41,7.0,121.4,66,138942
116,5,1,57,56,10.0,116.4,66,138942
116,6,1,32,31,10.5,136.75,66,138942
117,0,4,32,28,8.0,184.75,66,138942
117,4,1,39,38,7.0,132.0,66,138942
118,1,1,24,23,5.5,66.0,66,138942
118,5,2,56,54,11.333333333333334,121.0,66,138942
119,2,5,43,38,6.0,94.5,66,138942
119,4,1,45,44,6.6,119.6,66,138942
119,6,1,29,28,11.666666666666666,150.0,66,138942
120,0,1,39,38,8.5,141.5,66,138942
120,3,3,33,30,5.8,110.0,66,138942
120,5,3,45,42,11.333333333333334,121.0,66,138942
120,6,1,46,45,12.333333333333334,164.0,66,138942
121,1,1,24,23,5.5,66.0,66,138942
121,5,1,34,33,10.0,129.2,66,138942
121,6,2,52,50,11.333333333333334,150.0,66,138942
122,4,3,45,42,6.0,114.25,66,138942
123,3,2,32,30,5.5,114.75,66,138942
123,4,1,38,37,5.0,113.0,66,138942
123,5,1,47,46,10.0,131.5,66,138942
123,6,1,30,29,10.25,149.5,66,138942
124,4,1,44,43,6.0,122.4,66,138942
124,6,2,33,31,11.333333333333334,159.33333333333334,66,138942
125,2,2,31,29,5.5,98.0,66,138942
125,4,2,39,37,6.5,119.0,66,138942
125,5,7,59,52,9.4,140.2,66,138942
126,0,1,28,27,8.0,185.5,66,138942
126,3,2,25,23,5.5,117.5,66,138942
126,5,4,57,53,10.0,145.5,66,138942
127,0,1,29,28,12.0,211.0,66,138942
127,3,1,28,27,5.5,117.5,66,138942
127,5,2,61,59,9.2,140.2,66,138942
128,0,1,28,27,9.666666666666666,168.0,66,138942
128,5,3,68,65,10.0,136.33333333333334,66,138942
130,0,1,28,27,12.0,194.0,66,138942
131,1,2,27,25,5.5,69.0,66,138942
131,3,2,19,17,5.5,124.5,66,138942
132,0,1,16,15,9.0,197.0,66,138942
132,2,2,25,23,5.0,99.5,66,138942
132,6,2,22,20,9.75,155.0,66,138942
134,2,1,18,17,5.0,99.5,66,138942
134,4,1,18,17,5.8,122.6,66,138942
134,5,1,24,23,9.5,154.5,66,138942
135,4,2,29,27,6.25,123.25,66,138942
135,6,1,18,17,9.0,144.5,66,138942
136,1,2,17,15,4.6,80.8,66,138942
137,2,1,24,23,5.0,99.5,66,138942
137,5,1,30,29,8.5,145.75,66,138942
137,6,1,26,25,9.0,144.0,66,138942
138,1,1,16,15,5.0,77.5,66,138942
139,3,1,21,20,4.333333333333333,128.0,66,138942
140,3,2,24,22,4.333333333333333,128.0,66,138942
141,5,4,31,27,8.2,153.2,66,138942
141,6,2,14,12,8.5,141.5,66,138942
143,1,1,17,16,4.6,79.2,66,138942
143,5,1,14,13,8.0,147.0,66,138942
3,1,3,12,9,7.5,184.0,66,138942
4,1,2,12,10,6.6,159.2,66,138942
10,0,2,6,4,8.0,121.0,66,138942
11,3,1,4,3,5.0,102.5,66,138942
13,0,1,4,3,8.0,121.0,66,138942
28,1,1,2,1,5.333333333333333,117.66666666666667,66,138942
29,1,1,1,0,5.333333333333333,113.66666666666667,66,138942
41,1,1,20,19,5.6,84.0,66,138942
41,4,3,19,16,3.3333333333333335,135.66666666666666,66,138942
44,0,1,42,41,8.0,135.0,66,138942
45,2,4,63,59,4.2,76.0,66,138942
46,1,1,58,57,5.6,73.8,66,138942
46,3,3,71,68,4.0,108.0,66,138942
46,6,1,40,39,7.2,137.4,66,138942
47,1,2,74,72,5.6,73.8,66,138942
48,4,3,69,66,3.2,132.6,66,138942
50,1,1,63,62,7.0,54.5,66,138942
51,2,2,52,50,5.0,68.0,66,138942
53,0,1,33,32,10.333333333333334,157.33333333333334,66,138942
54,5,2,46,44,5.0,135.0,66,138942
57,2,2,28,26,4.4,71.6,66,138942
58,6,1,33,32,8.4,137.0,66,138942
59,5,1,31,30,5.4,140.2,66,138942
60,0,1,44,43,10.333333333333334,155.0,66,138942
62,3,2,38,36,6.25,107.5,66,138942
62,5,1,41,40,6.0,136.33333333333334,66,138942
66,0,1,19,18,9.0,166.5,66,138942
67,0,1,28,27,9.0,166.5,66,138942
68,3,1,33,32,7.0,110.0,66,138942
71,4,1,38,37,7.2,160.6,66,138942
72,6,2,50,48,11.5,171.5,66,138942
73,0,1,27,26,8.0,163.66666666666666,66,138942
73,3,2,30,28,8.0,114.5,66,138942
74,6,5,56,51,10.8,148.8,66,138942
75,6,5,46,41,10.8,148.8,66,138942
77,6,1,46,45,10.0,137.33333333333334,66,138942
79,3,1,31,30,7.5,117.0,66,138942
79,4,2,17,15,8.4,157.8,66,138942
81,2,1,29,28,5.75,78.0,66,138942
82,0,2,37,35,8.75,183.0,66,138942
85,2,4,36,32,6.5,78.0,66,138942
85,5,3,41,38,12.0,144.66666666666666,66,138942
87,0,2,26,24,8.4,157.8,66,138942
88,5,5,37,32,12.0,136.33333333333334,66,138942
89,4,6,42,36,9.4,136.4,66,138942
89,5,2,38,36,12.0,127.0,66,138942
91,4,3,38,35,9.0,149.5,66,138942
91,5,3,37,34,12.166666666666666,127.0,66,138942
92,1,1,25,24,6.0,51.0,66,138942
93,2,1,23,22,6.5,79.5,66,138942
96,2,2,40,38,6.5,81.0,66,138942
96,5,4,60,56,12.333333333333334,122.0,66,138942
98,2,2,51,49,6.5,81.0,66,138942
99,1,1,39,38,5.4,62.0,66,138942
99,5,6,75,69,13.0,122.0,66,138942
100,1,1,39,38,5.2,62.0,66,138942
100,2,1,42,41,6.5,87.0,66,138942
100,5,16,98,82,12.4,117.0,66,138942
102,2,1,66,65,6.0,87.0,66,138942
102,5,2,86,84,11.666666666666666,116.66666666666667,66,138942
103,0,4,62,58,9.666666666666666,178.33333333333334,66,138942
103,2,1,63,62,6.0,87.0,66,138942
104,2,3,64,61,6.0,87.0,66,138942
104,5,2,64,62,11.6,117.0,66,138942
104,6,6,75,69,11.75,125.0,66,138942
105,1,2,58,56,5.0,64.2,66,138942
105,2,2,66,64,6.666666666666667,85.66666666666667,66,138942
105,5,1,67,66,11.0,116.66666666666667,66,138942
106,6,1,46,45,10.0,127.66666666666667,66,138942
107,3,5,45,40,7.5,127.0,66,138942
107,5,2,52,50,10.6,114.4,66,138942
109,1,1,44,43,5.5,61.5,66,138942
110,4,1,37,36,7.6,120.8,66,138942
111,6,1,38,37,10.5,130.5,66,138942
114,1,1,53,52,5.5,64.0,66,138942
114,5,2,45,43,10.2,116.4,66,138942
114,6,1,39,38,10.5,136.75,66,138942
115,1,5,47,42,5.5,64.0,66,138942
116,1,1,36,35,5.0,70.8,66,138942
117,1,1,37,36,5.5,64.0,66,138942
117,2,2,38,36,6.0,90.0,66,138942
117,6,1,46,45,11.666666666666666,130.33333333333334,66,138942
121,3,2,30,28,4.6,93.8,66,138942
121,4,2,42,40,5.0,113.0,66,138942
124,2,5,41,36,6.0,98.0,66,138942
124,3,2,37,35,5.8,122.2,66,138942
124,5,5,53,48,9.4,140.2,66,138942
127,6,1,39,38,10.25,155.25,66,138942
129,4,1,31,30,6.0,126.5,66,138942
129,5,4,39,35,9.75,132.0,66,138942
129,6,1,23,22,11.0,159.33333333333334,66,138942
133,5,1,29,28,9.5,138.25,66,138942
136,0,1,17,16,9.0,185.0,66,138942
138,3,1,30,29,4.333333333333333,128.0,66,138942
139,2,1,14,13,5.0,99.5,66,138942
139,5,1,22,21,8.4,153.2,66,138942
141,2,2,26,24,5.0,101.5,66,138942
0,1,1,15,14,7.5,182.5,66,138942
19,1,1,4,3,5.666666666666667,127.33333333333333,66,138942
20,1,2,2,0,5.666666666666667,127.33333333333333,66,138942
30,2,1,2,1,3.6666666666666665,86.0,66,138942
32,5,2,3,1,4.5,146.0,66,138942
33,5,1,3,2,4.333333333333333,146.0,66,138942
45,1,4,75,71,5.6,85.6,66,138942
49,1,2,102,100,5.6,73.8,66,138942
56,4,1,37,36,3.5,135.5,66,138942
61,2,1,19,18,5.0,69.0,66,138942
101,2,1,37,36,6.5,87.0,66,138942
102,0,4,65,61,8.75,198.75,66,138942
102,1,1,60,59,5.2,62.4,66,138942
103,1,4,61,57,5.4,62.4,66,138942
104,0,4,53,49,8.5,198.75,66,138942
104,1,1,57,56,5.75,54.0,66,138942
106,0,4,57,53,8.5,195.25,66,138942
106,2,2,54,52,6.0,88.0,66,138942
120,1,3,41,38,5.5,66.0,66,138942
120,2,1,41,40,6.666666666666667,92.33333333333333,66,138942
128,4,1,43,42,6.0,119.2,66,138942
132,5,1,35,34,9.75,138.25,66,138942
136,4,1,26,25,5.8,128.0,66,138942
139,6,1,17,16,8.5,144.0,66,138942
141,0,1,16,15,7.5,183.5,66,138942
0,2,1,18,17,5.5,73.5,66,138942
1,1,1,9,8,7.5,182.5,66,138942
2,0,2,20,18,8.0,134.2,66,138942
2,1,1,15,14,7.5,182.5,66,138942
2,2,1,10,9,4.0,83.0,66,138942
3,0,1,12,11,8.0,134.2,66,138942
3,2,2,16,14,4.0,83.0,66,138942
4,0,1,9,8,8.0,132.6,66,138942
5,0,1,7,6,8.0,125.66666666666667,66,138942
5,3,1,13,12,5.5,102.0,66,138942
5,5,1,7,6,5.333333333333333,133.33333333333334,66,138942
6,1,1,9,8,6.333333333333333,142.66666666666666,66,138942
6,2,1,13,12,4.0,87.66666666666667,66,138942
6,3,1,8,7,5.5,102.0,66,138942
6,6,2,15,13,7.666666666666667,146.66666666666666,66,138942
7,0,1,10,9,8.0,125.66666666666667,66,138942
7,5,1,12,11,5.0,133.33333333333334,66,138942
7,6,2,13,11,7.666666666666667,146.66666666666666,66,138942
8,1,1,14,13,6.333333333333333,142.66666666666666,66,138942
9,1,1,6,5,6.0,142.66666666666666,66,138942
9,3,1,7,6,5.0,102.0,66,138942
9,4,2,8,6,4.0,170.8,66,138942
9,5,2,12,10,4.666666666666667,133.33333333333334,66,138942
10,1,2,9,7,6.0,137.0,66,138942
10,2,1,5,4,3.6666666666666665,88.0,66,138942
10,3,2,7,5,5.0,102.5,66,138942
10,4,3,15,12,4.0,183.0,66,138942
10,5,3,10,7,4.666666666666667,142.33333333333334,66,138942
12,1,1,7,6,6.0,137.0,66,138942
12,5,3,14,11,4.666666666666667,145.0,66,138942
13,3,1,3,2,5.0,102.5,66,138942
14,3,1,4,3,5.0,102.5,66,138942
14,6,1,6,5,7.5,152.0,66,138942
15,0,3,5,2,8.0,121.0,66,138942
15,1,2,6,4,6.0,137.0,66,138942
16,0,1,5,4,8.0,112.66666666666667,66,138942
16,1,1,5,4,5.666666666666667,135.33333333333334,66,138942
17,0,3,6,3,8.0,112.66666666666667,66,138942
17,5,2,8,6,4.666666666666667,147.0,66,138942
18,5,4,7,3,4.666666666666667,147.0,66,138942
18,6,1,4,3,7.333333333333333,145.66666666666666,66,138942
19,4,3,8,5,4.0,178.33333333333334,66,138942
19,5,6,7,1,4.666666666666667,147.0,66,138942
19,6,2,5,3,7.333333333333333,145.66666666666666,66,138942
21,5,2,4,2,4.666666666666667,148.0,66,138942
22,1,2,3,1,5.666666666666667,117.66666666666667,66,138942
22,4,1,5,4,3.4,163.4,66,138942
22,6,3,5,2,7.333333333333333,145.33333333333334,66,138942
23,0,1,1,0,7.666666666666667,107.0,66,138942
23,1,1,1,0,5.666666666666667,117.66666666666667,66,138942
24,1,2,4,2,5.333333333333333,117.66666666666667,66,138942
24,4,1,2,1,3.6666666666666665,164.66666666666666,66,138942
25,1,2,3,1,5.333333333333333,117.66666666666667,66,138942
25,2,1,3,2,3.6666666666666665,84.0,66,138942
25,5,1,1,0,4.666666666666667,151.66666666666666,66,138942
25,6,1,1,0,7.333333333333333,145.33333333333334,66,138942
26,0,1,1,0,7.0,107.0,66,138942
26,1,3,5,2,5.333333333333333,117.66666666666667,66,138942
26,3,1,2,1,4.5,108.5,66,138942
26,5,1,2,1,4.666666666666667,151.66666666666666,66,138942
26,6,2,3,1,7.333333333333333,145.33333333333334,66,138942
27,1,1,1,0,5.333333333333333,117.66666666666667,66,138942
27,6,3,4,1,7.333333333333333,145.33333333333334,66,138942
28,4,2,3,1,3.3333333333333335,164.66666666666666,66,138942
29,0,1,2,1,7.166666666666667,102.33333333333333,66,138942
29,3,1,1,0,4.5,110.0,66,138942
30,3,6,6,0,4.5,110.0,66,138942
31,5,3,4,1,4.666666666666667,146.0,66,138942
33,0,1,2,1,7.166666666666667,103.66666666666667,66,138942
33,1,3,4,1,5.0,109.66666666666667,66,138942
34,4,1,4,3,3.0,142.0,66,138942
35,5,2,3,1,4.333333333333333,141.66666666666666,66,138942
36,0,1,4,3,7.333333333333333,105.66666666666667,66,138942
36,3,3,4,1,4.5,111.5,66,138942
37,6,2,6,4,7.0,135.33333333333334,66,138942
38,2,2,6,4,3.0,92.8,66,138942
40,2,1,7,6,3.6666666666666665,81.0,66,138942
40,5,1,11,10,4.0,138.0,66,138942
41,0,1,14,13,7.0,124.2,66,138942
41,2,1,14,13,3.0,87.2,66,138942
42,1,1,26,25,5.6,84.0,66,138942
42,5,1,17,16,4.333333333333333,138.0,66,138942
43,0,1,33,32,8.0,135.0,66,138942
47,3,1,68,67,3.4,96.4,66,138942
49,3,1,107,106,3.8,96.4,66,138942
49,6,1,48,47,7.2,136.2,66,138942
50,0,2,78,76,8.75,139.5,66,138942
58,5,3,43,40,5.4,140.2,66,138942
84,2,5,36,31,6.25,78.0,66,138942
85,3,1,26,25,8.0,119.0,66,138942
87,1,1,33,32,5.8,60.4,66,138942
93,3,1,30,29,8.0,120.5,66,138942
95,1,2,33,31,5.8,62.0,66,138942
95,3,1,31,30,8.0,121.5,66,138942
109,2,3,56,53,6.0,88.0,66,138942
109,5,2,67,65,10.6,114.4,66,138942
110,5,2,53,51,10.4,114.4,66,138942
111,4,1,38,37,7.2,120.4,66,138942
112,3,1,52,51,7.5,125.5,66,138942
113,6,1,22,21,10.5,136.75,66,138942
114,0,2,31,29,9.666666666666666,170.33333333333334,66,138942
119,0,1,34,33,8.0,183.0,66,138942
125,3,1,33,32,5.5,117.5,66,138942
126,6,1,27,26,11.0,159.33333333333334,66,138942
127,2,3,34,31,5.0,98.0,66,138942
128,1,1,36,35,5.5,67.0,66,138942
128,2,1,23,22,5.0,98.0,66,138942
131,2,1,32,31,5.0,99.5,66,138942
133,0,1,11,10,12.0,194.0,66,138942
134,0,2,22,20,9.0,197.0,66,138942
134,1,1,19,18,5.0,74.5,66,138942
135,1,1,22,21,5.25,76.5,66,138942
135,3,1,20,19,5.25,128.75,66,138942
136,2,1,19,18,5.0,99.5,66,138942
137,3,5,25,20,5.0,128.0,66,138942
140,4,2,13,11,5.666666666666667,129.0,66,138942
140,5,1,25,24,8.166666666666666,145.66666666666666,66,138942
140,6,1,16,15,8.6,141.0,66,138942
142,0,1,9,8,7.5,183.5,66,138942
142,3,1,18,17,3.5,109.5,66,138942
21,2,1,2,1,3.6666666666666665,84.0,66,138942
23,3,1,2,1,4.5,108.5,66,138942
5,2,2,12,10,4.0,87.66666666666667,66,138942
17,1,2,3,1,5.666666666666667,127.33333333333333,66,138942
23,6,2,3,1,7.333333333333333,145.33333333333334,66,138942
25,4,2,2,0,3.6666666666666665,164.66666666666666,66,138942
0,0,3,7,4,8.0,134.2,31,95201
0,3,5,11,6,5.5,102.5,31,95201
0,4,3,12,9,4.333333333333333,171.33333333333334,31,95201
0,5,5,10,5,5.6,129.6,31,95201
0,6,4,17,13,8.0,147.0,31,95201
1,2,7,18,11,4.0,83.0,31,95201
1,4,2,13,11,4.5,168.5,31,95201
1,6,3,12,9,8.0,147.0,31,95201
2,4,3,14,11,4.0,171.33333333333334,31,95201
2,5,3,7,4,5.333333333333333,130.0,31,95201
2,6,1,6,5,8.0,147.0,31,95201
3,3,1,6,5,5.5,102.0,31,95201
4,2,1,4,3,4.0,85.0,31,95201
4,5,8,18,10,5.333333333333333,133.33333333333334,31,95201
5,4,4,13,9,4.333333333333333,171.66666666666666,31,95201
5,6,5,13,8,7.666666666666667,146.66666666666666,31,95201
6,0,2,6,4,8.0,125.66666666666667,31,95201
6,4,3,9,6,4.333333333333333,171.66666666666666,31,95201
6,5,1,4,3,5.166666666666667,133.33333333333334,31,95201
7,2,5,9,4,4.0,87.66666666666667,31,95201
7,4,1,7,6,4.333333333333333,171.66666666666666,31,95201
9,0,8,11,3,8.0,125.66666666666667,31,95201
9,2,5,8,3,3.6666666666666665,87.66666666666667,31,95201
10,6,3,7,4,7.666666666666667,152.0,31,95201
11,4,3,11,8,4.0,183.0,31,95201
11,6,2,9,7,7.666666666666667,152.0,31,95201
12,4,3,9,6,4.0,183.0,31,95201
13,5,4,6,2,4.666666666666667,145.0,31,95201
14,1,1,3,2,6.0,137.0,31,95201
14,4,4,8,4,4.0,183.0,31,95201
15,3,3,6,3,5.0,102.5,31,95201
15,4,6,10,4,4.0,183.0,31,95201
16,3,5,6,1,5.0,103.5,31,95201
17,3,2,4,2,5.0,103.5,31,95201
17,6,2,2,0,7.333333333333333,145.66666666666666,31,95201
23,2,1,1,0,3.6666666666666665,84.0,31,95201
24,3,1,1,0,4.5,108.5,31,95201
26,4,1,1,0,3.6666666666666665,164.66666666666666,31,95201
30,1,3,3,0,5.333333333333333,113.66666666666667,31,95201
31,1,1,1,0,5.166666666666667,113.66666666666667,31,95201
34,6,5,5,0,7.166666666666667,138.0,31,95201
36,1,13,15,2,5.0,105.0,31,95201
37,0,5,8,3,7.333333333333333,105.66666666666667,31,95201
37,4,5,6,1,3.0,142.0,31,95201
38,0,14,22,8,7.333333333333333,105.66666666666667,31,95201
38,4,7,12,5,3.0,142.0,31,95201
39,0,11,34,23,7.333333333333333,105.66666666666667,31,95201
39,1,3,19,16,4.833333333333333,105.0,31,95201
39,2,4,25,21,3.0,92.8,31,95201
39,4,8,27,19,3.1666666666666665,142.0,31,95201
39,6,3,4,1,7.0,135.33333333333334,31,95201
40,1,3,26,23,4.666666666666667,94.66666666666667,31,95201
40,6,2,8,6,7.0,133.33333333333334,31,95201
41,3,7,30,23,4.5,111.0,31,95201
41,6,9,23,14,7.0,133.0,31,95201
42,4,10,32,22,3.3333333333333335,135.66666666666666,31,95201
42,6,5,20,15,7.0,133.0,31,95201
43,3,17,72,55,3.4,98.6,31,95201
43,4,2,44,42,3.3333333333333335,135.66666666666666,31,95201
43,6,4,25,21,7.2,138.8,31,95201
44,3,19,75,56,4.0,111.0,31,95201
44,4,3,40,37,3.3333333333333335,135.66666666666666,31,95201
45,0,17,96,79,8.0,132.0,31,95201
45,3,28,86,58,3.4,98.6,31,95201
45,4,5,49,44,3.2,132.0,31,95201
45,5,4,38,34,4.333333333333333,138.0,31,95201
45,6,9,43,34,7.2,138.8,31,95201
46,0,17,97,80,9.666666666666666,152.66666666666666,31,95201
46,2,10,73,63,4.2,73.2,31,95201
46,4,8,74,66,3.0,128.0,31,95201
46,5,2,36,34,4.166666666666667,134.33333333333334,31,95201
47,0,7,91,84,8.0,139.5,31,95201
47,2,8,96,88,4.2,73.2,31,95201
47,4,6,58,52,3.2,133.2,31,95201
47,5,5,45,40,4.166666666666667,134.33333333333334,31,95201
47,6,6,50,44,7.2,136.2,31,95201
48,0,16,92,76,8.0,139.5,31,95201
48,1,16,91,75,7.0,54.5,31,95201
48,2,34,114,80,4.333333333333333,72.33333333333333,31,95201
48,5,4,41,37,4.333333333333333,134.33333333333334,31,95201
48,6,6,46,40,7.5,146.0,31,95201
49,0,10,79,69,11.5,208.0,31,95201
49,2,42,114,72,5.0,68.0,31,95201
49,4,7,62,55,3.0,128.0,31,95201
49,5,4,48,44,4.6,138.2,31,95201
50,2,5,61,56,4.2,73.2,31,95201
50,4,9,68,59,3.25,128.0,31,95201
50,5,2,33,31,4.6,138.2,31,95201
50,6,2,38,36,7.2,136.2,31,95201
51,0,5,67,62,10.333333333333334,152.66666666666666,31,95201
51,1,13,84,71,5.8,73.8,31,95201
51,3,10,71,61,4.5,108.0,31,95201
51,4,4,63,59,3.6,132.6,31,95201
51,5,5,50,45,4.6,138.2,31,95201
51,6,6,60,54,7.5,132.0,31,95201
52,0,5,74,69,8.75,156.25,31,95201
52,3,10,73,63,4.5,105.0,31,95201
52,4,4,66,62,3.5,135.5,31,95201
52,5,14,66,52,4.8,135.0,31,95201
52,6,6,49,43,7.4,136.6,31,95201
53,1,8,78,70,5.4,63.6,31,95201
53,2,12,73,61,5.0,69.0,31,95201
53,4,8,53,45,3.5,135.5,31,95201
53,5,5,52,47,4.666666666666667,131.0,31,95201
54,0,3,44,41,10.333333333333334,157.33333333333334,31,95201
54,2,5,61,56,4.4,71.6,31,95201
54,3,8,62,54,4.5,105.0,31,95201
54,4,10,43,33,3.8,138.2,31,95201
54,6,4,34,30,8.0,136.6,31,95201
55,1,4,51,47,5.6,63.6,31,95201
55,4,10,43,33,3.5,135.5,31,95201
55,5,7,51,44,5.0,135.0,31,95201
55,6,7,44,37,8.0,136.6,31,95201
56,1,3,37,34,6.5,39.5,31,95201
56,3,10,64,54,4.2,93.8,31,95201
56,5,4,36,32,4.833333333333333,131.0,31,95201
56,6,14,38,24,8.4,136.6,31,95201
57,0,6,50,44,8.4,135.8,31,95201
57,1,4,38,34,5.6,63.6,31,95201
57,3,9,37,28,5.0,105.0,31,95201
57,4,15,51,36,3.75,135.5,31,95201
57,5,1,34,33,5.4,135.0,31,95201
58,0,13,49,36,10.333333333333334,155.0,31,95201
58,1,5,51,46,6.5,37.5,31,95201
58,2,11,46,35,5.0,69.0,31,95201
58,3,7,49,42,4.2,95.8,31,95201
59,0,5,31,26,8.75,184.0,31,95201
59,2,18,55,37,5.0,69.0,31,95201
59,3,13,47,34,5.25,107.5,31,95201
59,4,3,33,30,4.25,142.0,31,95201
59,6,5,41,36,8.6,137.0,31,95201
60,1,13,34,21,5.8,62.0,31,95201
60,2,7,36,29,5.0,69.0,31,95201
60,3,8,45,37,5.5,107.5,31,95201
60,4,11,47,36,4.75,142.0,31,95201
60,6,4,24,20,10.0,152.5,31,95201
61,1,4,39,35,6.5,37.5,31,95201
61,3,4,33,29,6.0,107.5,31,95201
61,6,6,35,29,9.2,137.0,31,95201
62,1,3,41,38,5.8,62.0,31,95201
62,4,15,40,25,5.0,142.0,31,95201
62,6,12,45,33,9.2,137.0,31,95201
63,0,10,36,26,10.333333333333334,155.0,31,95201
63,1,5,32,27,6.5,37.5,31,95201
63,2,6,43,37,5.0,69.0,31,95201
63,3,13,50,37,6.5,107.5,31,95201
63,4,8,32,24,5.0,142.0,31,95201
63,5,7,39,32,7.0,136.33333333333334,31,95201
63,6,10,49,39,10.25,152.5,31,95201
64,0,9,36,27,10.333333333333334,157.0,31,95201
64,2,5,31,26,5.0,72.0,31,95201
64,3,11,37,26,6.5,110.0,31,95201
64,4,20,51,31,5.6,149.0,31,95201
64,5,4,32,28,7.5,144.66666666666666,31,95201
65,0,7,37,30,9.0,166.5,31,95201
65,1,9,38,29,6.5,36.5,31,95201
65,2,8,36,28,5.0,72.0,31,95201
65,3,6,34,28,6.5,110.0,31,95201
65,4,13,35,22,5.6,149.0,31,95201
65,5,7,44,37,7.666666666666667,144.66666666666666,31,95201
66,1,4,31,27,5.8,61.2,31,95201
66,2,9,28,19,5.666666666666667,67.66666666666667,31,95201
66,3,10,42,32,6.5,110.0,31,95201
66,4,16,34,18,5.5,151.0,31,95201
66,5,7,41,34,8.0,144.66666666666666,31,95201
66,6,9,39,30,9.6,138.6,31,95201
67,1,6,34,28,5.4,61.2,31,95201
67,2,6,30,24,5.5,72.0,31,95201
67,4,17,43,26,6.2,149.0,31,95201
67,5,8,32,24,8.6,148.0,31,95201
67,6,16,43,27,9.8,138.6,31,95201
68,0,3,36,33,10.333333333333334,155.33333333333334,31,95201
68,1,4,29,25,6.0,36.5,31,95201
68,2,16,42,26,5.5,72.0,31,95201
68,4,11,43,32,6.0,151.0,31,95201
68,5,7,38,31,8.666666666666666,144.66666666666666,31,95201
68,6,11,48,37,10.0,138.6,31,95201
69,0,11,36,25,8.666666666666666,153.66666666666666,31,95201
69,1,7,37,30,5.6,61.2,31,95201
69,2,5,40,35,5.75,72.0,31,95201
69,4,15,50,35,6.6,149.0,31,95201
69,5,10,40,30,9.166666666666666,144.66666666666666,31,95201
69,6,9,45,36,10.0,138.6,31,95201
70,0,9,25,16,9.75,180.25,31,95201
70,2,13,43,30,6.0,76.0,31,95201
70,3,13,42,29,7.25,114.5,31,95201
70,4,35,66,31,6.5,153.5,31,95201
70,5,4,37,33,9.333333333333334,151.33333333333334,31,95201
70,6,3,40,37,10.4,144.4,31,95201
71,0,3,25,22,9.75,177.5,31,95201
71,1,2,24,22,5.6,61.0,31,95201
71,3,3,24,21,7.0,114.5,31,95201
71,6,12,48,36,11.25,140.0,31,95201
72,1,8,38,30,5.6,61.0,31,95201
72,2,10,34,24,5.0,76.0,31,95201
72,3,3,25,22,7.75,114.5,31,95201
72,4,23,58,35,7.4,160.6,31,95201
72,5,12,52,40,10.666666666666666,158.33333333333334,31,95201
73,1,10,41,31,5.6,61.0,31,95201
73,2,7,41,34,5.0,76.0,31,95201
73,4,13,48,35,7.666666666666667,157.33333333333334,31,95201
73,5,10,54,44,10.666666666666666,158.33333333333334,31,95201
73,6,7,34,27,10.6,148.8,31,95201
74,0,2,28,26,9.0,177.5,31,95201
74,2,8,41,33,5.0,76.0,31,95201
74,3,13,41,28,8.0,114.5,31,95201
74,5,5,39,34,10.666666666666666,158.33333333333334,31,95201
75,0,1,29,28,9.25,177.5,31,95201
75,1,3,24,21,5.6,62.6,31,95201
75,2,8,33,25,5.5,76.0,31,95201
75,3,7,40,33,7.5,117.0,31,95201
75,4,12,45,33,7.8,161.0,31,95201
76,1,13,45,32,5.6,60.0,31,95201
76,2,10,44,34,5.5,78.0,31,95201
76,3,8,28,20,7.333333333333333,120.66666666666667,31,95201
76,4,8,33,25,8.0,152.0,31,95201
76,5,2,37,35,11.4,158.2,31,95201
76,6,9,48,39,10.0,137.33333333333334,31,95201
77,0,15,44,29,9.0,179.25,31,95201
77,1,3,30,27,6.0,44.0,31,95201
77,2,10,40,30,5.5,78.0,31,95201
77,3,13,48,35,7.333333333333333,120.66666666666667,31,95201
77,4,8,36,28,8.0,152.0,31,95201
77,5,12,45,33,11.333333333333334,158.0,31,95201
78,0,6,32,26,9.0,179.25,31,95201
78,2,15,53,38,5.5,78.0,31,95201
78,3,7,32,25,7.75,117.0,31,95201
78,4,4,40,36,8.75,172.0,31,95201
78,5,7,46,39,11.8,158.2,31,95201
78,6,3,36,33,10.0,137.33333333333334,31,95201
79,0,12,54,42,8.75,179.25,31,95201
79,1,9,41,32,5.8,60.0,31,95201
79,2,3,25,22,5.5,78.0,31,95201
79,5,3,45,42,11.333333333333334,158.0,31,95201
79,6,9,43,34,10.8,154.2,31,95201
80,0,11,41,30,8.0,96.33333333333333,31,95201
80,1,10,34,24,5.8,60.0,31,95201
80,2,5,31,26,5.5,78.0,31,95201
80,3,9,42,33,7.5,117.0,31,95201
80,5,7,42,35,11.333333333333334,158.0,31,95201
80,6,6,36,30,10.0,137.33333333333334,31,95201
81,0,14,34,20,8.75,179.25,31,95201
81,1,5,32,27,5.8,60.0,31,95201
81,3,10,30,20,8.0,117.0,31,95201
